rebuilding saved_objs/Dataset/18.pkl

Now Training 18 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [56], train_loss: 0.0783, val_loss: 0.1591, val_acc: 0.9493, time: 214.9864
Epoch [57], train_loss: 0.0761, val_loss: 0.1616, val_acc: 0.9467, time: 231.1471
Epoch [58], train_loss: 0.0776, val_loss: 0.1700, val_acc: 0.9433, time: 243.5267
Epoch [59], train_loss: 0.0720, val_loss: 0.1678, val_acc: 0.9443, time: 252.4857
Epoch [60], train_loss: 0.0774, val_loss: 0.1551, val_acc: 0.9521, time: 266.9361
Epoch [61], train_loss: 0.0731, val_loss: 0.1383, val_acc: 0.9531, time: 274.0885
Epoch [62], train_loss: 0.0723, val_loss: 0.1698, val_acc: 0.9464, time: 253.3443
Epoch [63], train_loss: 0.0745, val_loss: 0.1606, val_acc: 0.9492, time: 278.6069
Epoch [64], train_loss: 0.0755, val_loss: 0.1847, val_acc: 0.9417, time: 307.9234
Epoch [65], train_loss: 0.0715, val_loss: 0.1481, val_acc: 0.9508, time: 345.1664
Epoch [66], train_loss: 0.0696, val_loss: 0.1997, val_acc: 0.9404, time: 355.0240
Epoch [67], train_loss: 0.0713, val_loss: 0.1575, val_acc: 0.9488, time: 363.9237
Epoch [68], train_loss: 0.0664, val_loss: 0.1425, val_acc: 0.9530, time: 373.8340
Epoch [69], train_loss: 0.0696, val_loss: 0.1742, val_acc: 0.9444, time: 383.8909
Epoch [70], train_loss: 0.0671, val_loss: 0.1458, val_acc: 0.9520, time: 378.5295
Epoch [71], train_loss: 0.0665, val_loss: 0.1431, val_acc: 0.9535, time: 379.2283
Epoch [72], train_loss: 0.0654, val_loss: 0.1356, val_acc: 0.9565, time: 390.5471
Epoch [73], train_loss: 0.0657, val_loss: 0.1573, val_acc: 0.9496, time: 406.9032
Epoch [74], train_loss: 0.0647, val_loss: 0.1378, val_acc: 0.9534, time: 414.2897
Epoch [75], train_loss: 0.0628, val_loss: 0.1683, val_acc: 0.9447, time: 424.0469
Epoch [76], train_loss: 0.0658, val_loss: 0.1493, val_acc: 0.9527, time: 429.9358
Epoch [77], train_loss: 0.0643, val_loss: 0.1603, val_acc: 0.9489, time: 419.8329
Epoch [78], train_loss: 0.0603, val_loss: 0.1322, val_acc: 0.9587, time: 418.2912
Epoch [79], train_loss: 0.0621, val_loss: 0.1423, val_acc: 0.9551, time: 425.1961
Epoch [80], train_loss: 0.0611, val_loss: 0.1418, val_acc: 0.9557, time: 431.0541
Epoch [81], train_loss: 0.0611, val_loss: 0.1489, val_acc: 0.9542, time: 438.4555
Epoch [82], train_loss: 0.0616, val_loss: 0.1635, val_acc: 0.9484, time: 449.3536
Epoch [83], train_loss: 0.0608, val_loss: 0.1597, val_acc: 0.9506, time: 460.9108
Epoch [84], train_loss: 0.0580, val_loss: 0.1455, val_acc: 0.9556, time: 469.7314
Epoch [85], train_loss: 0.0572, val_loss: 0.1494, val_acc: 0.9538, time: 491.1409
Epoch [86], train_loss: 0.0597, val_loss: 0.1524, val_acc: 0.9510, time: 499.7768
Epoch [87], train_loss: 0.0592, val_loss: 0.1451, val_acc: 0.9542, time: 505.6401
Epoch [88], train_loss: 0.0570, val_loss: 0.1685, val_acc: 0.9466, time: 510.0589
Epoch [89], train_loss: 0.0560, val_loss: 0.1177, val_acc: 0.9625, time: 515.8044
{'val_loss': 0.12675714492797852, 'val_acc': 0.9608899354934692}
