rebuilding saved_objs/Dataset/20.pkl

Now Training 20 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [58], train_loss: 0.0801, val_loss: 0.1673, val_acc: 0.9459, time: 293.9605
Epoch [59], train_loss: 0.0781, val_loss: 0.1454, val_acc: 0.9527, time: 309.6322
Epoch [60], train_loss: 0.0788, val_loss: 0.1664, val_acc: 0.9447, time: 321.2805
Epoch [61], train_loss: 0.0797, val_loss: 0.1873, val_acc: 0.9411, time: 343.7165
Epoch [62], train_loss: 0.0801, val_loss: 0.1463, val_acc: 0.9543, time: 380.4564
Epoch [63], train_loss: 0.0743, val_loss: 0.1583, val_acc: 0.9482, time: 388.7368
Epoch [64], train_loss: 0.0756, val_loss: 0.1820, val_acc: 0.9428, time: 391.0050
Epoch [65], train_loss: 0.0734, val_loss: 0.1804, val_acc: 0.9429, time: 375.9421
Epoch [66], train_loss: 0.0724, val_loss: 0.1793, val_acc: 0.9456, time: 372.2301
Epoch [67], train_loss: 0.0707, val_loss: 0.1327, val_acc: 0.9583, time: 396.1335
Epoch [68], train_loss: 0.0722, val_loss: 0.1676, val_acc: 0.9465, time: 409.0240
Epoch [69], train_loss: 0.0712, val_loss: 0.1596, val_acc: 0.9498, time: 407.5989
Epoch [70], train_loss: 0.0698, val_loss: 0.1419, val_acc: 0.9536, time: 417.8962
Epoch [71], train_loss: 0.0697, val_loss: 0.1563, val_acc: 0.9499, time: 423.8458
Epoch [72], train_loss: 0.0733, val_loss: 0.1565, val_acc: 0.9504, time: 430.4663
Epoch [73], train_loss: 0.0729, val_loss: 0.2078, val_acc: 0.9354, time: 425.8584
Epoch [74], train_loss: 0.0662, val_loss: 0.1418, val_acc: 0.9540, time: 430.7261
Epoch [75], train_loss: 0.0684, val_loss: 0.1482, val_acc: 0.9529, time: 428.2505
Epoch [76], train_loss: 0.0673, val_loss: 0.1355, val_acc: 0.9599, time: 433.9501
Epoch [77], train_loss: 0.0642, val_loss: 0.1468, val_acc: 0.9526, time: 440.5311
Epoch [78], train_loss: 0.0680, val_loss: 0.1416, val_acc: 0.9540, time: 457.1170
Epoch [79], train_loss: 0.0618, val_loss: 0.1396, val_acc: 0.9568, time: 455.5107
Epoch [80], train_loss: 0.0623, val_loss: 0.1815, val_acc: 0.9417, time: 453.7220
Epoch [81], train_loss: 0.0654, val_loss: 0.1375, val_acc: 0.9577, time: 463.1384
Epoch [82], train_loss: 0.0607, val_loss: 0.1480, val_acc: 0.9548, time: 455.0377
Epoch [83], train_loss: 0.0596, val_loss: 0.1464, val_acc: 0.9534, time: 459.4775
Epoch [84], train_loss: 0.0631, val_loss: 0.1477, val_acc: 0.9531, time: 465.6109
Epoch [85], train_loss: 0.0662, val_loss: 0.1585, val_acc: 0.9505, time: 459.0710
Epoch [86], train_loss: 0.0609, val_loss: 0.1302, val_acc: 0.9616, time: 458.9866
{'val_loss': 0.12132731825113297, 'val_acc': 0.9617745280265808}
