rebuilding saved_objs/Dataset/15.pkl

Now Training 15 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [27], train_loss: 0.1354, val_loss: 0.2612, val_acc: 0.9138, time: 139.8307
Epoch [28], train_loss: 0.1297, val_loss: 0.2701, val_acc: 0.9106, time: 139.1933
Epoch [29], train_loss: 0.1278, val_loss: 0.3060, val_acc: 0.8969, time: 138.7774
Epoch [30], train_loss: 0.1262, val_loss: 0.2856, val_acc: 0.9092, time: 138.1770
Epoch [31], train_loss: 0.1187, val_loss: 0.2347, val_acc: 0.9215, time: 139.3073
Epoch [32], train_loss: 0.1151, val_loss: 0.2050, val_acc: 0.9329, time: 139.3632
Epoch [33], train_loss: 0.1137, val_loss: 0.2523, val_acc: 0.9164, time: 140.3791
Epoch [34], train_loss: 0.1109, val_loss: 0.1886, val_acc: 0.9385, time: 140.0215
Epoch [35], train_loss: 0.1062, val_loss: 0.1911, val_acc: 0.9387, time: 139.6977
Epoch [36], train_loss: 0.1032, val_loss: 0.1984, val_acc: 0.9326, time: 139.2142
Epoch [37], train_loss: 0.1022, val_loss: 0.1843, val_acc: 0.9387, time: 140.2834
Epoch [38], train_loss: 0.0980, val_loss: 0.1806, val_acc: 0.9415, time: 140.1220
Epoch [39], train_loss: 0.0959, val_loss: 0.1910, val_acc: 0.9394, time: 139.7798
Epoch [40], train_loss: 0.0988, val_loss: 0.1885, val_acc: 0.9362, time: 140.3324
Epoch [41], train_loss: 0.0945, val_loss: 0.1982, val_acc: 0.9347, time: 138.6815
Epoch [42], train_loss: 0.0903, val_loss: 0.1854, val_acc: 0.9389, time: 137.6571
Epoch [43], train_loss: 0.0917, val_loss: 0.1660, val_acc: 0.9454, time: 137.9353
Epoch [44], train_loss: 0.0868, val_loss: 0.1916, val_acc: 0.9335, time: 139.0261
Epoch [45], train_loss: 0.0876, val_loss: 0.2043, val_acc: 0.9343, time: 138.6283
Epoch [46], train_loss: 0.0859, val_loss: 0.2079, val_acc: 0.9349, time: 139.3838
Epoch [47], train_loss: 0.0851, val_loss: 0.2051, val_acc: 0.9332, time: 141.5547
Epoch [48], train_loss: 0.0872, val_loss: 0.1821, val_acc: 0.9383, time: 140.0412
Epoch [49], train_loss: 0.0822, val_loss: 0.1685, val_acc: 0.9453, time: 139.9379
Epoch [50], train_loss: 0.0756, val_loss: 0.1751, val_acc: 0.9427, time: 140.0740
Epoch [51], train_loss: 0.0769, val_loss: 0.1631, val_acc: 0.9451, time: 140.9915
Epoch [52], train_loss: 0.0784, val_loss: 0.1530, val_acc: 0.9497, time: 142.3256
Epoch [53], train_loss: 0.0742, val_loss: 0.1987, val_acc: 0.9345, time: 141.9383
Epoch [54], train_loss: 0.0723, val_loss: 0.1386, val_acc: 0.9543, time: 143.8603
Epoch [55], train_loss: 0.0747, val_loss: 0.1529, val_acc: 0.9508, time: 142.2598
Epoch [56], train_loss: 0.0748, val_loss: 0.1449, val_acc: 0.9521, time: 161.2000
Epoch [57], train_loss: 0.0749, val_loss: 0.1475, val_acc: 0.9513, time: 147.0252
Epoch [58], train_loss: 0.0742, val_loss: 0.1887, val_acc: 0.9390, time: 143.2699
Epoch [59], train_loss: 0.0716, val_loss: 0.1715, val_acc: 0.9451, time: 144.3846
Epoch [60], train_loss: 0.0699, val_loss: 0.1725, val_acc: 0.9403, time: 142.3801
Epoch [61], train_loss: 0.0714, val_loss: 0.1437, val_acc: 0.9537, time: 141.4111
Epoch [62], train_loss: 0.0687, val_loss: 0.1655, val_acc: 0.9447, time: 143.0047
