rebuilding saved_objs/Dataset/20.pkl

Now Training 20 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [36], train_loss: 0.1128, val_loss: 0.1943, val_acc: 0.9384, time: 197.1215
Epoch [37], train_loss: 0.1169, val_loss: 0.2583, val_acc: 0.9167, time: 196.1821
Epoch [38], train_loss: 0.1104, val_loss: 0.1873, val_acc: 0.9438, time: 197.1249
Epoch [39], train_loss: 0.1068, val_loss: 0.1798, val_acc: 0.9408, time: 198.0504
Epoch [40], train_loss: 0.1039, val_loss: 0.2031, val_acc: 0.9328, time: 199.5591
Epoch [41], train_loss: 0.1029, val_loss: 0.2069, val_acc: 0.9332, time: 195.5824
Epoch [42], train_loss: 0.1030, val_loss: 0.1977, val_acc: 0.9358, time: 192.3033
Epoch [43], train_loss: 0.1022, val_loss: 0.2168, val_acc: 0.9283, time: 191.1032
Epoch [44], train_loss: 0.0956, val_loss: 0.1853, val_acc: 0.9416, time: 191.2558
Epoch [45], train_loss: 0.0981, val_loss: 0.1838, val_acc: 0.9407, time: 191.5512
Epoch [46], train_loss: 0.0937, val_loss: 0.1680, val_acc: 0.9460, time: 195.6644
Epoch [47], train_loss: 0.0971, val_loss: 0.1904, val_acc: 0.9381, time: 190.5408
Epoch [48], train_loss: 0.0930, val_loss: 0.2037, val_acc: 0.9364, time: 190.2681
Epoch [49], train_loss: 0.0959, val_loss: 0.1667, val_acc: 0.9473, time: 187.0057
Epoch [50], train_loss: 0.0915, val_loss: 0.1801, val_acc: 0.9403, time: 184.9811
Epoch [51], train_loss: 0.0909, val_loss: 0.1825, val_acc: 0.9412, time: 185.6962
Epoch [52], train_loss: 0.0850, val_loss: 0.1771, val_acc: 0.9428, time: 190.9402
Epoch [53], train_loss: 0.0848, val_loss: 0.1525, val_acc: 0.9522, time: 223.2225
Epoch [54], train_loss: 0.0863, val_loss: 0.1626, val_acc: 0.9493, time: 256.1727
Epoch [55], train_loss: 0.0838, val_loss: 0.1580, val_acc: 0.9486, time: 271.9610
Epoch [56], train_loss: 0.0851, val_loss: 0.1867, val_acc: 0.9417, time: 280.5870
{'val_loss': 0.19155016541481018, 'val_acc': 0.9366040825843811}
