rebuilding saved_objs/Dataset/15.pkl

Now Training 15 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [34], train_loss: 0.1109, val_loss: 0.1886, val_acc: 0.9385, time: 140.7150
Epoch [35], train_loss: 0.1062, val_loss: 0.1911, val_acc: 0.9387, time: 140.2322
Epoch [36], train_loss: 0.1032, val_loss: 0.1984, val_acc: 0.9326, time: 140.3403
Epoch [37], train_loss: 0.1022, val_loss: 0.1843, val_acc: 0.9387, time: 141.6204
Epoch [38], train_loss: 0.0980, val_loss: 0.1806, val_acc: 0.9415, time: 155.4990
Epoch [39], train_loss: 0.0959, val_loss: 0.1910, val_acc: 0.9394, time: 156.8704
Epoch [40], train_loss: 0.0988, val_loss: 0.1885, val_acc: 0.9362, time: 157.3990
Epoch [41], train_loss: 0.0945, val_loss: 0.1982, val_acc: 0.9347, time: 156.7029
Epoch [42], train_loss: 0.0903, val_loss: 0.1854, val_acc: 0.9389, time: 155.6250
Epoch [43], train_loss: 0.0917, val_loss: 0.1660, val_acc: 0.9454, time: 138.0630
Epoch [44], train_loss: 0.0868, val_loss: 0.1916, val_acc: 0.9335, time: 139.2376
Epoch [45], train_loss: 0.0876, val_loss: 0.2043, val_acc: 0.9343, time: 137.4573
Epoch [46], train_loss: 0.0859, val_loss: 0.2079, val_acc: 0.9349, time: 140.3496
Epoch [47], train_loss: 0.0851, val_loss: 0.2051, val_acc: 0.9332, time: 147.1014
Epoch [48], train_loss: 0.0872, val_loss: 0.1821, val_acc: 0.9383, time: 147.4214
Epoch [49], train_loss: 0.0822, val_loss: 0.1685, val_acc: 0.9453, time: 142.5987
Epoch [50], train_loss: 0.0756, val_loss: 0.1751, val_acc: 0.9427, time: 141.8961
Epoch [51], train_loss: 0.0769, val_loss: 0.1631, val_acc: 0.9451, time: 145.7127
Epoch [52], train_loss: 0.0784, val_loss: 0.1530, val_acc: 0.9497, time: 142.6194
Epoch [53], train_loss: 0.0742, val_loss: 0.1987, val_acc: 0.9345, time: 144.2560
Epoch [54], train_loss: 0.0723, val_loss: 0.1386, val_acc: 0.9543, time: 145.0909
Epoch [55], train_loss: 0.0747, val_loss: 0.1529, val_acc: 0.9508, time: 144.6189
Epoch [56], train_loss: 0.0748, val_loss: 0.1449, val_acc: 0.9521, time: 141.7431
Epoch [57], train_loss: 0.0749, val_loss: 0.1475, val_acc: 0.9513, time: 143.7260
Epoch [58], train_loss: 0.0742, val_loss: 0.1887, val_acc: 0.9390, time: 146.8395
Epoch [59], train_loss: 0.0716, val_loss: 0.1715, val_acc: 0.9451, time: 154.8318
Epoch [60], train_loss: 0.0699, val_loss: 0.1725, val_acc: 0.9403, time: 145.6812
Epoch [61], train_loss: 0.0714, val_loss: 0.1437, val_acc: 0.9537, time: 142.2166
Epoch [62], train_loss: 0.0687, val_loss: 0.1655, val_acc: 0.9447, time: 143.2353
Epoch [63], train_loss: 0.0690, val_loss: 0.1715, val_acc: 0.9415, time: 146.2891
Epoch [64], train_loss: 0.0634, val_loss: 0.1366, val_acc: 0.9567, time: 144.8303
Epoch [65], train_loss: 0.0693, val_loss: 0.1687, val_acc: 0.9453, time: 141.1199
Epoch [66], train_loss: 0.0658, val_loss: 0.1454, val_acc: 0.9525, time: 140.1445
Epoch [67], train_loss: 0.0679, val_loss: 0.1798, val_acc: 0.9430, time: 141.9909
Epoch [68], train_loss: 0.0681, val_loss: 0.1452, val_acc: 0.9548, time: 143.5613
Epoch [69], train_loss: 0.0610, val_loss: 0.1368, val_acc: 0.9529, time: 155.9051
Epoch [70], train_loss: 0.0637, val_loss: 0.1321, val_acc: 0.9570, time: 181.8752
Epoch [71], train_loss: 0.0614, val_loss: 0.1856, val_acc: 0.9423, time: 203.7670
Epoch [72], train_loss: 0.0584, val_loss: 0.1362, val_acc: 0.9556, time: 215.8425
Epoch [73], train_loss: 0.0623, val_loss: 0.1950, val_acc: 0.9348, time: 224.2846
Epoch [74], train_loss: 0.0618, val_loss: 0.1499, val_acc: 0.9483, time: 232.5960
Epoch [75], train_loss: 0.0607, val_loss: 0.1499, val_acc: 0.9544, time: 235.6398
Epoch [76], train_loss: 0.0589, val_loss: 0.1546, val_acc: 0.9494, time: 239.9661
Epoch [77], train_loss: 0.0625, val_loss: 0.1623, val_acc: 0.9459, time: 246.7481
Epoch [78], train_loss: 0.0599, val_loss: 0.1522, val_acc: 0.9505, time: 242.7528
Epoch [79], train_loss: 0.0577, val_loss: 0.1486, val_acc: 0.9542, time: 250.5245
Epoch [80], train_loss: 0.0558, val_loss: 0.1782, val_acc: 0.9416, time: 270.0547
Epoch [81], train_loss: 0.0579, val_loss: 0.1559, val_acc: 0.9495, time: 294.5670
Epoch [82], train_loss: 0.0571, val_loss: 0.1406, val_acc: 0.9545, time: 291.2478
Epoch [83], train_loss: 0.0543, val_loss: 0.1501, val_acc: 0.9514, time: 293.8792
Epoch [84], train_loss: 0.0569, val_loss: 0.1509, val_acc: 0.9520, time: 294.9289
Epoch [85], train_loss: 0.0549, val_loss: 0.1387, val_acc: 0.9552, time: 293.8699
Epoch [86], train_loss: 0.0524, val_loss: 0.1624, val_acc: 0.9508, time: 299.7411
Epoch [87], train_loss: 0.0529, val_loss: 0.1280, val_acc: 0.9577, time: 308.8135
Epoch [88], train_loss: 0.0555, val_loss: 0.1278, val_acc: 0.9586, time: 323.6127
Epoch [89], train_loss: 0.0507, val_loss: 0.1465, val_acc: 0.9545, time: 326.4314
Epoch [90], train_loss: 0.0518, val_loss: 0.1333, val_acc: 0.9570, time: 333.3298
Epoch [91], train_loss: 0.0520, val_loss: 0.1300, val_acc: 0.9587, time: 336.0904
Epoch [92], train_loss: 0.0543, val_loss: 0.1180, val_acc: 0.9626, time: 333.2204
{'val_loss': 0.12182658910751343, 'val_acc': 0.9625630974769592}
