rebuilding saved_objs/Dataset/15.pkl

Now Training 15 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [32], train_loss: 0.1151, val_loss: 0.2050, val_acc: 0.9329, time: 139.4477
Epoch [33], train_loss: 0.1137, val_loss: 0.2523, val_acc: 0.9164, time: 138.9534
Epoch [34], train_loss: 0.1109, val_loss: 0.1886, val_acc: 0.9385, time: 140.0635
Epoch [35], train_loss: 0.1062, val_loss: 0.1911, val_acc: 0.9387, time: 141.3966
Epoch [36], train_loss: 0.1032, val_loss: 0.1984, val_acc: 0.9326, time: 141.8747
Epoch [37], train_loss: 0.1022, val_loss: 0.1843, val_acc: 0.9387, time: 140.8780
Epoch [38], train_loss: 0.0980, val_loss: 0.1806, val_acc: 0.9415, time: 142.4503
Epoch [39], train_loss: 0.0959, val_loss: 0.1910, val_acc: 0.9394, time: 142.2519
Epoch [40], train_loss: 0.0988, val_loss: 0.1885, val_acc: 0.9362, time: 142.6362
Epoch [41], train_loss: 0.0945, val_loss: 0.1982, val_acc: 0.9347, time: 140.9858
Epoch [42], train_loss: 0.0903, val_loss: 0.1854, val_acc: 0.9389, time: 138.3753
Epoch [43], train_loss: 0.0917, val_loss: 0.1660, val_acc: 0.9454, time: 141.0149
Epoch [44], train_loss: 0.0868, val_loss: 0.1916, val_acc: 0.9335, time: 157.5716
Epoch [45], train_loss: 0.0876, val_loss: 0.2043, val_acc: 0.9343, time: 160.1695
Epoch [46], train_loss: 0.0859, val_loss: 0.2079, val_acc: 0.9349, time: 162.7770
Epoch [47], train_loss: 0.0851, val_loss: 0.2051, val_acc: 0.9332, time: 168.9575
Epoch [48], train_loss: 0.0872, val_loss: 0.1821, val_acc: 0.9383, time: 145.4500
Epoch [49], train_loss: 0.0822, val_loss: 0.1685, val_acc: 0.9453, time: 143.0566
Epoch [50], train_loss: 0.0756, val_loss: 0.1751, val_acc: 0.9427, time: 147.2038
Epoch [51], train_loss: 0.0769, val_loss: 0.1631, val_acc: 0.9451, time: 145.4844
Epoch [52], train_loss: 0.0784, val_loss: 0.1530, val_acc: 0.9497, time: 142.3882
Epoch [53], train_loss: 0.0742, val_loss: 0.1987, val_acc: 0.9345, time: 142.5070
Epoch [54], train_loss: 0.0723, val_loss: 0.1386, val_acc: 0.9543, time: 143.8791
Epoch [55], train_loss: 0.0747, val_loss: 0.1529, val_acc: 0.9508, time: 145.6932
Epoch [56], train_loss: 0.0748, val_loss: 0.1449, val_acc: 0.9521, time: 142.0809
Epoch [57], train_loss: 0.0749, val_loss: 0.1475, val_acc: 0.9513, time: 147.8561
Epoch [58], train_loss: 0.0742, val_loss: 0.1887, val_acc: 0.9390, time: 147.7426
Epoch [59], train_loss: 0.0716, val_loss: 0.1715, val_acc: 0.9451, time: 146.8984
Epoch [60], train_loss: 0.0699, val_loss: 0.1725, val_acc: 0.9403, time: 144.7786
Epoch [61], train_loss: 0.0714, val_loss: 0.1437, val_acc: 0.9537, time: 142.2260
Epoch [62], train_loss: 0.0687, val_loss: 0.1655, val_acc: 0.9447, time: 158.3599
Epoch [63], train_loss: 0.0690, val_loss: 0.1715, val_acc: 0.9415, time: 142.6088
Epoch [64], train_loss: 0.0634, val_loss: 0.1366, val_acc: 0.9567, time: 140.1436
Epoch [65], train_loss: 0.0693, val_loss: 0.1687, val_acc: 0.9453, time: 138.0338
Epoch [66], train_loss: 0.0658, val_loss: 0.1454, val_acc: 0.9525, time: 140.1324
Epoch [67], train_loss: 0.0679, val_loss: 0.1798, val_acc: 0.9430, time: 154.8949
Epoch [68], train_loss: 0.0681, val_loss: 0.1452, val_acc: 0.9548, time: 167.6867
Epoch [69], train_loss: 0.0610, val_loss: 0.1368, val_acc: 0.9529, time: 159.9131
Epoch [70], train_loss: 0.0637, val_loss: 0.1321, val_acc: 0.9570, time: 178.1276
Epoch [71], train_loss: 0.0614, val_loss: 0.1856, val_acc: 0.9423, time: 203.0637
{'val_loss': 0.19626949727535248, 'val_acc': 0.9373075366020203}
